"eng","tr","telaffuz","Derece","Tek"
"Plunge","Dalmak, kendini içinde bulmak, aşağı yönde meyletmek, dalma","Pılanç","genel","0"
"Mirage","Serap","Mıraj","genel","0"
"Taboo","Tabu","Tıbuu","genel","0"
"Capture / Catch / Catch up","Ele geçirmek / Yakalamak / Özlem gidermek, seviyesine ulaşmak, yetişmek, arayı kapatmak","","genel","0"
"Tear / Tear","Yırtmak / Gözyaşı","Teır / Tiır","genel","0"
"Seize / Cease / Ease / Decease / Disease","Siz / Sis / İs / Disis / Dizis","","genel","0"
"Rote / Rote learning","Ezbere dayalı, alışkanlık / Ezbere dayalı öğrenme","Rout","genel","0"
"Lingua Franca","Ortak dil, uluslararası dil, anadili farklı olanların kullandığı ortak dil","Linguı fırenka","genel","0"
"Petty / Pity","Küçük, önemsiz / Acıma, merhamet","Peti / piti","genel","0"
"Voluptuous","Lüks düşkünü, zevk düşkünü","Vılapçuıs","genel","0"
"Conform / Confirm","Uydurmak, intibak ettirmek / Onaylamak","Kınform / Kınförm","genel","0"
"Tavern","Meyhane","Tevırn","genel","0"
"Flamingo","Flamingo","Fılımingo","genel","0"
"Champagne","Şampanya","Şempeyn","genel","0"
"Erasmus","Erasmus","Iresmıs","genel","0"
"Role / Roll","Rol / Rulo","Rol / Rol","genel","0"
"If anything","Tam aksine, bilakis, tersine","","deyim","0"
"Advertising","Reklamcılık","","genel","0"
"Double slit experiment","Çift yarık deneyi","","deyim","0"
"Slot machine","Kumar makinesi, içecek otomatı, yiyecek otomatı","","deyim","0"
"Doodle","Karalama yapmak, karalama, amaçsızca karalamak","Dudıl","genel","0"
"Pushover","Sümsük, pısırık, çocuk oyuncağı, basit iş","","genel","0"
"Slit / Slot","Yarık / Yarık","","genel","0"
"Stake","Çıkar, riske atmak, umudunu bağlamak, bahis yapmak","","genel","0"
"Cathedral / Mosque /Chapel","Katedral / Cami / Şapel","Kıthidrıl / Mosk / Çepıl","genel","0"
"Conjunction / Junction","Bağlaç, rastlantı, tesadüf / Kavşak, birleşme yeri","Kıncankşın / Cankşın","genel","0"
"Yatch","Yat","Yaat","genel","0"
"Infidel / Infidelity","Kafir, dine inanmayan / Sadakatsizlik, ihanet","İnfidel / İnfideliti","genel","0"
"Blasphemous / Blasphemor","Kafir, kutsallara saygısızlık eden, dine inanmayan","Bılasfımıs / Bılasfimır","genel","0"
"Deduce","Çıkarım yapmak, sonuç çıkarmak","","genel","0"
"Induce","Neden olmak, ikna etmek, teşvik etmek, tüme varmak, sonuç çıkarmak","","genel","0"
"State of the art","En gelişkin, gelişmiş, modern","","deyim","0"
"Multiplication","Çarpma işlemi","Multıpılıkeyşın","genel","0"
"Subtract - Subtract from / Subtraction","Çıkarmak / Çıkarma işlemi","Sıbtırekt / Sıbtırekşın","genel","0"
"Adversary / Advisory","Düşman / Danışma","Edvırseri / Edvaysıri","genel","0"
"Advisory Committee","Danışma kurulu","Edvaysıri kımitii","genel","0"
"Adverse","Olumsuz, zıt, aksi, ters","Edvırs","genel","0"
"Converse / Converse","Zıt / Sohbet etmek","Kanvırs / Kınvörs","genel","0"
"Atheist / Theist","Ateist / Teist","Eythiist / Thiist","genel","0"
"Tennis","Tenis","Tenıs","genel","0"
"Air","Yayınlamak, yayına girmek, havalandırmak","","genel","0"
"Thief / Thieves","Hırsız / Hırsızlar","","genel","0"
"Theft","Hırsızlık","","genel","0"
"Burglar / Burglary","Hırsız / Hırsızlık","","genel","0"
"Voucher / Gift Voucher / Voucher Code","Çek, kupan, fiş, makbuz / Hediye çeki / Kupon kodu","","genel","0"
"Receipt / Bill","Fiş / Fatura","","genel","0"
"Penny / Pence / Cent","Cent (UK) / Cent (UK) / Penny (US)","","genel","0"
"Sterling / Pound","UK Currency (Both are same thing)","","genel","0"
"Runway / Runaway / Run away","Pist / Firari / Firar etmek","","genel","0"
"Afterthought / Thought train","Sonradan akla gelen düşünce / Düşünce treni","","genel","0"
"Confluence","Kavşak, ırmakların birleşme noktası, izdiham","","genel","0"
"Yield","Teslim olmak, ürün vermek, kazanç sağlamak, getiri, kazanç","","genel","0"
"Bear","(Ürün/meyve) vermek, (Birine duygu) beslemek, katlanmak","","genel","0"
"Half an hour / One and half hour","Yarım saat / Bir buçuk saat","","genel","0"
"Salience / Salience network","Dikkat çekme, göze çarpma / Dikkatin nereye yönlendirileceğinin belirlendiği ağ","","genel","0"
"Salient / Subtle","Bariz, fark edilmesi kolay / Fark edilmesi zor","Seyliyınt / Satdıl","genel","0"
"Literate / Illiterate","Okur yazar kimse / Okuma yazma bilmeyen","","genel","0"
"Literate / Literacy / Literary / Literally","Okur yazar kimse / Okuryazarlık / Edebi / Kelimesi kelimesine","Lidırıt / Lidırısi / Lidıreri","genel","0"
"Fragment / Fraction","Fragman, bütünün küçük bir kesiti / Kesir, küsurat","","genel","0"
"Elements of the sentence","Cümlenin ögeleri","","genel","0"
"Ellipsis","Üç nokta (...), elips, eksiltme, eksilti","ılipsis","genel","0"
"Quotation mark","Tırnak işareti","","genel","0"
"Sergeant","Çavuş","Sarcınt","genel","0"
"Comrade","Tertip, yoldaş, zor şartlarda beraber mücadele edenler","Kamred","genel","0"
"Morale / Moral","Manevi güç, moral / Ahlaki, manevi, ahlaklı","Mıral / Morıl","genel","0"
"Rend / Render","Yarmak, yırtmak, parçalamak, koparmak / Parçalayıcı, hale getirmek, duruma getirmek","","genel","0"
"It could be a new technology that renders your business model obsolete overnight","","","deyim","0"
"Skier","Kaykaycı","","genel","0"
"Surge - Insurgency - Surrogacy/Surrogate","İsyan","","genel","0"
"Culinary","Aşçılık, mutfak ile ilgili","","genel","0"
"Wacky","Tuhaf, garip, acayip,manyak","Veki","genel","0"
"Puree","Püre","Püree","genel","0"
"Frost","Don, ayaz, kırağı, dondurmak","Fırast","genel","0"
"Ellipse","Elips, oval","Ilips","genel","0"
"Ellipsis","Üç nokta(...), elips","Ilipsis","genel","0"
"Median","Medyan, ortanca, orta, refüj","Midiın","genel","0"
"Medium","Orta, araç, vasıta","Midiım","genel","0"
"Rare - Medium - Well done","Az - Orta - Çok (Pişmiş)","","genel","0"
"Affiliation","Ortaklık, yakın ilişki, bağlantı","","genel","0"
"Affiliate","Ortaklık kurmak, yakın ilişki kurmak, üyeliğe kabul etmek","","genel","0"
"Mute","Dilsiz kimse","","genel","0"
"Swab","Çubuğun ucundaki pamuk (Covid çubuğu), paspasın ucundaki temizlik bezi","","genel","0"
"Claimant","Davacı","","genel","0"
"Complainant","Davacı","","genel","0"
"Lament","Ağıt","Lıment","genel","0"
"Elegy","Ağıt, mersiye","Elıci","genel","0"
"Ballad","Folk songs","Belıd","genel","0"
"Epistle","Risale, mektup","Episıl","genel","0"
"Denouement","Son, netice","Deynüma","genel","0"
"Improvisate","Doğaçlama yapmak","İmpırıvayzeyt","genel","0"
"Improvisation","Doğaçlama","İmpırıvayzeyşın","genel","0"
"Norwegian - Norway","Norveçli, Norveççe - Norveç","Norvicın - Norvey","genel","0"
"Immerse - Immersion","Suya gömülmek, suya batırmak - Suya gömülme, batırma","İmmörs - İmörjın","genel","0"
"Stanza - Stanza(s)","Şiir kıtası","Sıtenza - Sıtenzıs","genel","0"
